"project_acronym","project","main_researcher","institution","details_project","budget_project","date_start_project","date_end_project"
"SeismoSun","Magnetohydrodynamic Wave Diagnostics of the Solar Atmosphere in the Era of Transformative High-Resolution Observations","Valeri Nakariakov","THE UNIVERSITY OF WARWICK","Funding is sought for a 5-year project supporting two postdoctoral research assistants and two 4-year PhD studentships to carry out a research programme on qualitative advances of our understanding of basic physical processes operating in the atmosphere of the Sun. This will be accomplished by the use of the unprecedented high-resolution data obtained with the new generation of solar space missions, which allow us to fully implement the novel technique for plasma diagnostics, based upon magnetohydrodynamic waves. The project aims to reveal the mechanisms behind the most intriguing and disturbing solar phenomena: the heating of the corona and the physics of solar flares and mass ejections. The specific objectives are to develop and apply innovative techniques for  determining the plasma’s heating function and the characteristic spatial scale of fine structuring; the method for instant diagnostics of plasma parameters by propagating wave trains; the technique for the determination of microphysical processes by macroscopic observables; to discriminate observationally between the theoretically predicted regimes of powerful releases of magnetic energy; to create a theoretical and observational foundation for stellar coronal seismology; and to implement novel methods for the analysis of wave phenomena in spatially-resolved observational data. The project is based upon the synthesis of analytical and numerical theoretical studies and forward modelling of observables, accounting for both magnetohydrodynamic and kinetic effects, and the analysis of multi-wavelength data obtained with space missions SDO, Hinode and STEREO and the Nobeyama radioheliograph. The knowledge to be gained from the project – robust and detailed diagnostics of key parameters and fundamental processes operating in the solar atmosphere – is of vital importance for the creation of models with a predictive value, and for further progression of solar, space and astro plasma physics.","1590035","2013-04-01","2018-03-31"
"SELFCOMPLETION","UV-Completion through Bose-Einstein Condensation: A Quantum Model of Black Holes","Georgi Dvali","LUDWIG-MAXIMILIANS-UNIVERSITAET MUENCHEN","The project addresses the two greatest unresolved problems in quantum field theory and gravity.
The question of UV-completion  beyond the Planck length  and  the mysteries of black holes.  It is grounded on a recent program of research where we have put forward a fundamentally different unifying approach  to both of these problems.
This approach is based on modeling Black Holes as self-sustained Bose-Einstein condensates of long wave-length gravitons with the very peculiar property of being stuck at the critical point of a quantum phase transition. This quantum model of black holes is the outcome of understanding the UV-completion of gravity not taking place at the expense of some new dynamics of very short-wavelength degrees of freedom but rather at the expense of long-wavelength collective excitations of the above graviton Bose-Einstein condensate.
Apart of being of undoubted theoretical value for our understanding of black hole physics and its role in the UV-completion,  the new framework has important implications for astrophysics, for LHC searches of micro black holes and for studies of alternative UV-completions of the Standard Model, as well as for making connections between gravity and condensed matter physics, both theoretical and experimental.  Our project is fully devoted to the exploration of this new framework with special emphasis in the development of concrete experimental predictions.","1167183","2014-02-01","2019-01-31"
"SELFORG","Self Organization in Cytoskeletal Systems","Andreas Bausch","TECHNISCHE UNIVERSITAET MUENCHEN","The requirements on the eukaryotic cytoskeleton are not only of high complexity, but include demands that are actually contradictory in the first place: While the dynamic character of cytoskeletal structures is essential for the motility of cells, their ability for morphological reorganisations and cell division, the structural integrity of cells relies on the stability of cytoskeletal structures. From a biophysical point of view, this dynamic structure formation and stabilization stems from a self-organisation process that is tightly controlled by the simultaneous and competing function of a plethora of actin binding proteins (ABPs). The ABPs can be classified to regulate (1) the polymerisation and depolymerisation kinetics of the individual filaments, (2) the structure of the network by crosslinking and bundling the filaments and (3) the dynamic reorganisation and contraction mediated by molecular motors.
The major goal is to obtain a sound physical understanding of cellular self organizing principles, by successively increase the complexity of the experimental system in a bottom up approach. Three work packages are defined: (i) the microscopic mechanism of the interaction of ABPs with actin filaments on the treadmilling behaviour of actin. (ii) the effect of confinement, hydrodynamic flow and crosslinking proteins in a 2D high density motility assay and (iii) developing a reconstituted 3D active gel composed of actin filaments and crosslinking molecules. To this end, we will introduce and combine established and new biophysical and biochemical methods and interdisciplinary approaches, with a major emphasis on quantitative imaging and analysis techniques. The outcome of the proposed research will have important consequences and impact in fields ranging way beyond biophysics. Direct implications in rheology, polymer physics, material sciences and cell biology are evident, but also new aspects for the construction of novel biomaterials can be expected.","2285532","2012-04-01","2017-12-31"
"SELFPHOS","Design and Self-Assembly of Organometallic-Based Polypnictogen Materials and Discrete Nano-sized Supramolecules","Manfred Scheer","UNIVERSITAET REGENSBURG","In view of current developments in the fields of porous materials and discrete nano-sized molecules and aggregates the lack of organometallic-based compounds acting as nodes together with functionalized organic linkers in such materials and as linkers and building blocks for nano-sized spheres and aggregates is obvious. By using organometallic polyphosphorus compounds it was possible to synthesize unprecedented prototypes of such materials and molecular nano-sized superspheres. These ground-breaking discoveries will be subsequently further developed to excess a qualitatively novel level of research by using polypnictogen starting materials. Key targets will be the generation of rigid 3D organometallic-based materials, discrete supramolecular nano-sized aggregates (charged moiety approach) and novel fullerene-like supramolecules as nano-spheres, nano-capsules and nano-wheels (neutral moiety approach). Especially the latter approach will generate unprecedented spheres and molecules which are extreme in size and function as there are multifunctional binding sites; multi-magnetic properties; tuning templates in size; generating, encapsulating and releasing highly reactive intermediates and reaction components. Finally, the work will move beyond our knowledge of known structurally characterized fullerenes by the development of non-carbon based alternatives within and beyond the fullerene topology.","2499853","2014-02-01","2019-01-31"
"SEPON","Search for emergent phenomena in oxide nanostructures","Falko Netzer","UNIVERSITAET GRAZ","Oxide nanostructures in low dimensions on well-defined metal surfaces form novel hybrid systems with tremendous potential and impact in fundamental research and for the emerging nanotechnologies. The focus of the project is on the fabrication of two-, quasi-one-, and quasi-zero-dimensional oxide nanostructure model systems suitable for elucidation of their emergent properties in terms of structure, electronics, magnetism, and catalytic chemistry. This will be achieved by controlled self-assembly in ultrahigh vacuum, with atomic-scale precision, and in-situ characterisation employing the full palette of modern surface science methodology. Established kinetic preparation routes as well as a new approach to steer the self-assembly via external fields will be applied to the growth of a variety of transition metal oxides on suitable substrate surface templates. The stabilisation mechanism of polar oxide surfaces in nanoscale oxide objects, the catalytic chemistry of a nanoscale  inverse model catalyst  consisting of oxide nanowires coupled to an array of one-dimensional metal step atoms, and the magnetic properties of a surface-supported oxide quantum dot superlattice will be among the emergent phenomena to be probed in this project. Such fundamental questions will be addressed in a close collaboration between state-of-the-art experimental and theoretical techniques. The possibility to separate dimensionality from nanoscale effects made possible by the model systems created here will add an extra dimension in the understanding of oxide nanophase systems.","2026800","2008-12-01","2013-11-30"
"SEQCLAS","A Sequence Classification Framework for Human Language Technology","Hermann Josef NEY","RHEINISCH-WESTFAELISCHE TECHNISCHE HOCHSCHULE AACHEN","This project will develop a unifying framework of novel methods for sequence classification and thus make a major break-through in automatic speech recognition and machine translation, advancing these areas of human language technology (HLT) beyond state-of-the-art. Despite the huge progress made in the field, the specific aspect of sequence classification has not been addressed adequately in the past research in these disciplines and remains a big challenge. The proposed project will provide a novel framework under consistent consideration of the leading aspect of sequence classification. It will break the ground for a deeper, more comprehensive foundation for sequence classification and pave the way for a new generation of algorithms that will put human language technology on a more solid basis and that will accelerate progress in the field across several disciplines. 
The leading research objectives are: 1. A novel theoretical framework for sequence classification. 2. Consistent sequence modeling across training and testing, which is specifically lacking in machine translation. 3. Adequate sequence-level performance-aware training criteria to learn the free parameters of the models. 4. Investigation of (true) unsupervised training for HLT sequence classification: its principles, its prerequisites, its limitations and its practical usage. The study of these four problems will provide key enabling techniques for HLT sequence classification in general that will carry over to and create high impact on the areas of speech recognition, machine translation and handwritten text recognition. Using our top-ranking research prototype systems, we will verify the validity and effectiveness or our research on public international benchmarks.","2500000","2016-08-01","2021-07-31"
"SFN","Soft Matter Nanotechnology to Create Life-Like Machines","Owe Orwar","CHALMERS TEKNISKA HOEGSKOLA AB","We propose several new soft-matter nanotechnology-bases where the underlying principles of operation as well as the materials used are derived or inspired by biological systems. Specifically, in one aspect we wish to develop nanoscale biomimetic components, some of them with complex capacities (such as memory functions) that can perform a task in a useful device setup and that are mainly KT-driven (thermal energy-no external power source needed). A central issue relates to remote control of nanoscale soft-matter devices using microfluidics integration. Specifically, control of reactor shape, volume, connectivity, reactant concentrations etc are proposed. In another aspect, we wish to address central questions in biochemistry, biophysics and cell biology pertaining to among other things nanotube-mediated transport in cell-and cell-hybrid networks, and reaction dynamics in geometrically fluctuating nanoenvironments.","2500000","2009-01-01","2013-12-31"
"SHADOKS","Active nanofluidics towards ionic machines","Lydéric BOCQUET","CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS","Filtering and water purification rely traditionnally on the concept of passive sieving across properly decorated nanopores. Such basic separation principle contrasts with the highly advanced membrane processes existing in Nature, which harness the full subtleties of active transport across channels. This involves advanced functions like ionic pumps, ultra-high selective channels, or voltage-gated nanopores, which all play a key role in many vital needs and neuronal functions.
The Shadoks project aims at developing the concept of artificial ionic machines, based on active nanofluidic transport.  This is an experimental project targeting a fundamental proof of concept. It moreover involves a strong theoretical counterpart, essential to experimental advances and prototyping. I will investigate a wealth of strongly non-equilibrium transport phenomena occurring at the nanoscales, taking advantage of our unique know-how in building nanofluidic heterostructures, in particular made of carbon and boron-nitride. I target ionic Coulomb blockade, on/off voltage-gated nanopore, ionic pumps, dynamical osmosis. These processes allow to tune ionic fluxes against the gradients and induce out-of-equilibrium charge separation, hereby conceiving active sieving as a novel route for separation and desalination. Those new building blocks will subsequently be assembled to create advanced bio-inspired membrane functionalities. We will use ionic pumps to store and deliver charge carriers on demand, akin to the triggered electric shock of the electric eel. Furthermore we use the active nanofluidics building blocks to mimic a basic machinery of neuronal processes. I target in particular to build an artificial dendritic spine, as an ionic information transmitter. As an ultimate goal, this is a route towards elementary neuronal computational processes based on the artificial ionic machines.","2431000","2018-07-01","2023-06-30"
"SHRINE","Seamless Human Robot Interaction in Dynamic Environments","Martin Buss","TECHNISCHE UNIVERSITAET MUENCHEN","A major barrier exists preventing today's and future interactive robots from smoothly acting in joint workspaces in real-world and in an efficient and socially compatible manner on human terms. Robots lack the ability to plan actions in a timely manner in order to match dynamics of environment and humans. Environment and human motion dynamics have to be known and represented in a way that sufficient prediction and planning quality is provided even in complex dynamic scenarios with many interaction partners accounting for social aspects. Robots need to be aware of human communication principles in order to estimate intentions and to predict future behavior.
SHRINE aims at breaking this barrier in order to provide future robots with interactive capabilities similar to those of humans and to facilitate joint action of humans and robots sharing one world. SHRINE targets an integrated approach towards interaction in complex dynamically changing human-centered environments in terms of a hierarchical framework. SHRINE will investigate dynamic systems approaches to haptic and affective communication in human-robot interaction to consider intention and affect within an integrated robotic control and action planning framework. SHRINE seeks to extend the conventional, purely physics-driven motion prediction approach by estimating intentions of humans and merging these estimates with the dynamic physical environment model. SHRINE will integrate findings from psychology and sociology into the latest path planning and navigation methods.
The approach of SHRINE is highly innovative with pioneering character in the integrated approach as well as in the various sub-fields, strongly interdisciplinary bridging engineering approaches and human sciences, and constitutes visionary high-risk research with high-impact on future technologies in the fields of personal assistant and care robots, human-robot collaboration in manufacturing, and autonomous robots in hum-centered environments.","2490000","2011-05-01","2016-04-30"
"SILAMPS","Silicon integrated lasers and optical amplifiers","Kevin Peter Homewood","UNIVERSITY OF SURREY","""This project is a six year programme of work to develop fully integrated optical emitters, lasers and optical amplifiers in silicon.  Recent years have seen tremendous advances in the development of silicon photonic devices.  However, the last hurdle to full silicon photonic systems and optical data transfer on and between integrated circuits are electrically pumped optical amplifiers and lasers in silicon using a CMOS compatible technology.  Consequently, there have been massive efforts worldwide to search for efficient light emission from silicon.  Our team made a major initial breakthrough producing the first LED in bulk silicon - published in NATURE (1997).  Although a world first, this device only operated efficiently at low temperatures.  This problem was solved using a new nanotechnology - dislocation engineering - reported in NATURE (2001) - and crucially uses only conventional CMOS technology.  The development of this into a silicon injection laser and optical amplifiers is the essential next step for high technology high value applications. We have recently made a further breakthrough by obtaining extraordinary optical gain in erbium doped silicon that now offers a realistic route to this goal. Currently the incorporation of lasers and amplifiers on silicon platforms can only be achieved hybridizations of active devices based on III-V materials """"pasted"""" on to silicon waveguides and cavities.  Gain has been reported using four-wave-mixing and Intel has recently demonstrated a Raman laser in silicon but both rely on purely optical-to-optical transitions and are fundamentally unable to be electrically pumped.  We believe we have the only route that has the potential to produce electrically pumped amplifiers and lasers with room and higher temperature operation and that is capable of genuinely being fully integrated into silicon using standard silicon process technology.""","1928021","2009-01-01","2014-12-31"
"SILVER","Silver Isotopes and the Rise of Money","Francis ALBAREDE","ECOLE NORMALE SUPERIEURE DE LYON","Silver was the primary metal of economic exchange and military finances in ancient Mediterranean and Near-Eastern societies. Silver isotopes will help quantify monetization of these societies by identifying Ag mineral sources, monetary sinks, and its major transfer routes. High-precision stable Ag isotope analysis initiated in Lyon has shed new light on the provenance of silver coinage. This is because Ag isotopes are distinctive of coinage’s intrinsic value in contrast to traditionally-used Pb and Cu isotopes, which may characterize impurities or additives. 
The common belief that PbS (galena) ores accounted most of the silver mined in the antique world will be tested. We will extract Ag from ores around the Mediterranean and test PbS prevalence over As and Sb sulfosalts and low-temperature ores with Ag, Cu, and Pb isotopes and trace elements. 
Our work will address major questions: (i) understand the sources of unminted silver as a precursor to coinage; (ii) use Ag isotope fingerprinting of the earliest coinages of Athens to identify the contributions of Greek mines to the development of the world’s first democracy; (iii) map the Greek and Persian mines which sourced the treasure captured by Alexander the Great, and investigate the spread of its silver; (iv) study the causes of the monetary reform of the Roman Republic in 211 BC; and (v) model the silver cycle from mines to coinage and artefacts in its economic context. 
In the short term this project represents radical scientific innovation, which will pave the way for a global and quantitative understanding of the history of monetary development in the ancient Mediterranean. In the long term, it will contribute to the emergence of a community of analysts, numismatists and economic historians with shared expertise about the monetization of ancient societies and their management of precious metal resources.","2496243","2017-10-01","2022-09-30"
"SIMCOFE","Simulating correlated fermions","Matthias Troyer","EIDGENOESSISCHE TECHNISCHE HOCHSCHULE ZUERICH","""This proposal concerns simulations for correlated fermionic quantum systems where strong quantum effects give rise to a plethora of fascinating phenomena and new methodological developments are needed for their understanding. Ultracold Fermi gases in optical lattices provide a unique opportunity:  being simpler and more controlled and tuneable than condensed matter material they are not only ideal experimental realizations of correlated fermions but also provide an excellent testing ground for numerical simulation methods. Over the past years we have developed new algorithmic approaches, including continuous time quantum Monte Carlo (QMC) methods and diagrammatic Monte Carlo methods for fermionic simulations. These new methods provide performance improvements of many orders of magnitude compared to previous state of the art methods. In this project we will further develop these algorithms and implement them on new massively parallel petaflop supercomputers. This will enable reliable simulations of correlated fermionic quantum systems, such as single and multi-band Hubbard models first in cold atomic gases, and later in realistic models for materials. A second line of research will be the development of Kohn-Sham density-functional theory (DFT) for ultracold atomic gases. DFT based on density functional for the electron gas is the main workhorse for materials simulation, but it is challenging to apply it to the strongly correlated regime. With a DFT method for atomic gases we will, on the one hand, be able to solve challenging problems in ultracold gases. On the other hand and maybe even more important will be the ability to use cold gases to improve hybrid functionals for the strongly correlated regime. This will form a strong link between ultracold gases and materials science, stronger than the Hubbard model that is the focus of attention at the moment.""","2023980","2012-05-01","2017-04-30"
"simDNA","Advanced multiscale simulation of DNA","Modesto Orozco López","","The availability of new computers and software is making possible the theoretical representation of DNA, increasing then our knowledge on the behavior of one of the most relevant biological macromolecules. Unfortunately, current simulation procedures present two major problems, which handicapped their use: i) classical force-fields present well known biases, which limit their accuracy; ii) current atomistic procedures are limited to study systems in the range of 100 base pairs (around 34 nm long), while the DNA of the simplest prokaryotic organisms is one billion times larger. The main objective of this proposal is the development of a multiscale simulation technology for the study of DNA, which will cover, with different levels of resolution, but with the same physical roots, the entire range of DNA scales, from nucleobase (Ǻ-scale) to the human genome (m-scale). Our roadmap will start for the development of a polarized force-field which will be parametrized against a variety of experimental and theoretical data. In a second stage, we will analyze a very large number of DNA sequences in different epigenetic and packing states and we will create a MoDEL-like database of DNA trajectories. In a third stage we will derive coarse grained and essential dynamic-based strategies for ultra-fast accurate simulations for medium to long segments of DNA.  In the last stage of this project we will develop a new mesoscopic model, which will go beyond the harmonic nearest-neighbors model, accounting for multi-modality, for neutralization-induced deformations, and for changes in DNA properties related to epigenetic changes. Using these models we expect to analyze fine details of (human) genome structure and regulation, trying to reach the connection point between physical properties of DNA, chromatine structure, epigenetic signatures and gene regulation","1961400","2012-07-01","2017-06-30"
"SIMOSOMA","Single molecules in soft matter: dynamical heterogeneity in supercooled liquids and glasses","Michel Orrit","UNIVERSITEIT LEIDEN","Single-molecule optical microscopy provides average-free, dynamical and structural information about condensed matter at molecular scales. Single fluorescent molecules can now be located and tracked with a spatial resolution as high as a few tens of nanometers, even at depths as large as several microns. These capabilities are ideal to link the macroscopic physical properties of soft condensed matter with the structure, organization and dynamics of the constituent molecules. Perhaps the most surprising conclusion drawn from single-molecule observations is the unsuspected heterogeneity of molecular assemblies, both in time and space, which had remained largely hidden in conventional ensemble experiments. The structural glass transition is said to be one of the hardest open problems in condensed matter science. Although most agree on the crucial part played by heterogeneity in this process, the guesses vary wildly as to the scale and relaxation times of the inhomogeneities. Our recent discovery of glassy rheology in supercooled glass formers, following earlier observations of heterogeneity, has been received with much interest in the complex liquids community. I am convinced that single-molecule studies have the potential to radically change our view of supercooled liquids and glasses. In a broader sense, molecular insight from chemical physics complements the general ideas developed by statistical physicists. I believe it is the missing link toward a molecular control of the physical properties of soft materials. I propose to perform a broad range of novel single-molecule experiments using a micro-rheological cell to apply mechanical stress, strains and/or temperature jumps. In particular, we will perform mechanical studies of solid-solid friction, and temperature-jump studies of single proteins and single protein complexes.","1836000","2009-04-01","2014-03-31"
"SINGLEION","Spectroscopy and microscopy of single ions in the solid state","Vahid Sandoghdar","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV","The progress in optical spectroscopy has made it is possible to study individual quantum emitters. However, only a few select “bright” emitters have been detected so far, leaving a large gap in the choice of critical parameters such as wavelength, coherence time, and energy level schemes. In this project, we develop methods for the detection of single emitters with long fluorescence lifetimes. In particular, we concentrate on rare earth ions embedded in crystals, which are of great technological and fundamental interest. To achieve this goal, we exploit methods from ultrahigh resolution microscopy, laser spectroscopy, scanning probe technology, cavity quantum electrodynamics, and plasmonics.
The first approach to the detection of single ions at cryogenic temperatures will be to perform direct fluorescence excitation as well as absorption spectroscopy to address single Pr3+ ions spectrally within the inhomogeneous line of the sample. Here, we will develop a tunable laser system with sub-kHz linewidth for probing the narrow transitions of the ions.  We expect a signal-to-noise ratio of about 10 in this first step. In order to improve this, we will enhance the emission of ions by pursuing two strategies. In the first case, we shall embed doped crystalline films in monolithic Bragg microcavities. In the second approach, we use plasmonic nanoantennas to reduce the radiative lifetime of the ions in the near field. The well-defined energy levels of ions provide ways for the preparation of long-lived coherent states for use in quantum information processing. Furthermore, access to the homogeneous spectra of ions at different temperatures and doping concentrations will shed light on fundamental open questions regarding their interaction with their matrices.","1925673","2011-08-01","2016-07-31"
"SIREN","Stability Islands: Performance Revolution in Machining","Gábor Stépán","BUDAPESTI MUSZAKI ES GAZDASAGTUDOMANYI EGYETEM","""Cutting went through a revolution in the 1990s when high-speed milling (HSM) was introduced: the sculpture-like workpieces produced with high precision and efficiency resulted in one order of magnitude less parts in cars/aircrafts, which kept this traditional technology competitive at the turn of the century. This has been followed by an incremental development when not just the cutting speeds, but depths of cut and feed rates are pushed to limits, too.
The limits are where harmful vibrations occur. Cutting is subject to a special one called chatter, which is originated in a time delay: the cutting edge interferes with its own past oscillation recorded on the wavy surface cut of the workpiece. In 1907, the 3rd president of ASME, Taylor wrote: “Chatter is the most obscure and delicate of all problems facing the machinist”.
In spite of the development of the theory of delay-differential equations and nonlinear dynamics, Taylor’s statement remained valid 100 years later when HSM appeared together with a new kind of chatter. The applicant has been among those leading researchers who predicted these phenomena; the experimental/numerical techniques developed in his group are widely used to find parameters, e.g. where milling tools with serrated edges and/or with varying helix angles are advantageous.
The SIREN project aims to find isolated parameter islands with 3-5 times increased cutting efficiency. The work-packages correspond to points of high risk: (1) validated, delay-based nonlinear modelling of the dynamic contact problem between chip and tool; (2) fixation of the tool that is compatible with a dynamically reliable mathematical model of the contact between tool and tool-holder; (3) up-to-date dynamic modelling of the spindle at varying speeds.
High risk originates in the attempt of using distributed delay models, but high gain is expected with robust use of parameter islands where technology reaches a breakthrough in cutting efficiency for the 21st century.""","2573000","2014-03-01","2019-02-28"
"SISYPHE","Species Identity and SYmbiosis Formally and Experimentally explored","Marie-France Sagot","INSTITUT NATIONAL DE RECHERCHE ENINFORMATIQUE ET AUTOMATIQUE","Symbiosis is described as a close relationship between different biological species. It is a pervasive phenomenon, often of a long term nature. It has been estimated that 50% of all known species are parasites, i.e. maintain a symbiotic relation with another species from which they benefit while the partner in the relation is harmed, and that close to a 100% of all plants and animals are parasitised as individuals. Indeed, there are thought to be 10 times more bacterial cells in a human body than human cells. There is growing recognition that symbiosis has a profound impact on the origin and maintenance of the biome and of its ecosystems, on the health of living organisms, and even on sex! Symbiosis thus appears essential to understand some of the most fundamental evolutionary and functional questions related to living organisms. Nevertheless, although symbiotic relationships have been studied by biologists since the early 19th century, they remain little explored by computational biologists. Yet, investigating the enormous variety of such relationships raises formidable mathematical and computational issues. By a highly pluri-disciplinary approach that blends mathematics, algorithmics and wet-lab experiments, we propose to do an intensive, large-scale exploration of the huge variety of genomic and biochemical landscapes observed in the symbiont world, at the interface between symbionts and hosts, and of both with their environment. Our objective is to arrive at a clear view of the importance of symbiosis. This could have far-fetched theoretical and practical implications, notably on our notions of health, our relation with our environment, and our idea of what is species identity, including our idea of what is an individual .","2333272","2010-04-01","2015-03-31"
"SIZEFFECTS","Size effects in fracture and plasticity","Stefano Zapperi","UNIVERSITA DEGLI STUDI DI MILANO","Understanding how materials respond to external mechanical perturbation is a central problem of science and engineering. While for most practical purposes it is useful to idealize the mechanical response of a material as a deterministic function of the externally applied perturbation, disorder and fluctuations are unavoidable, leading to sample-to-sample variations and non-trivial size effects. The size dependence of strength is a well known but still unresolved issue in the fracture of materials and structures. The difficulty in addressing this problem stems from the complex interplay between microstructual heterogeneity and long-range elastic interactions. Furthermore, in micro and nanoscale samples, the plastic yield strength displays size effects and strain bursts, features that are not present in macroscopic samples where plasticity is a smooth process. Large fluctuations both in fracture processes and in microscale plasticity make the use of conventional continuum mechanics problematic and calls instead for a statistically based approach.  These problems are becoming particularly important in the current miniaturization trend towards nanoscale devices, since the relative amplitude of fluctuations grows as the sample size is reduced. In this project, concepts and tools of statistical mechanics  are used to address size effects and fluctuations in the irreversible deformation and failure of materials. The general objective is to provide a quantitative theory that can be used as base for setting reliable safety factors. The theory will be based on the renormalization group and will be guided and validated by large scale numerical simulations such as molecular dynamics, discrete dislocation dynamics and disordered network models. Finally, we will analyze experimental data present in the literature.","2500000","2012-03-01","2018-02-28"
"SM-GRAV","Gravity, Holography and The Standard Model","Ilias Kyritsis","CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS","""The main thrust of this proposal is to investigate implications of a recent correspondence (string theory (ST) vs. gauge theory) to the physics beyond the Standard Model (SM) and its coupling to gravity. Instead of relying on the string picture of the unification of all interactions with gravity, I propose to look at its dual version: 4d quantum field
theories (QFT). The different perspective is expected to provide 3 distinct results: 
(a) A QFT view of the SM embedding in string theory 
(b) Novel phenomena and properties that are hard to see in the string theory picture. 
(c) A """"dual"""" view that would be valid in non-stringy regimes. 
The key idea is that gravity, as observed in nature, is emergent: it is the avatar of a (hidden) large-N (near)
CFT that is interacting with the SM at high energy (the Planck scale). Such an approach provides an appealing UV completion to the SM+gravity: a UV complete four-dimensional QFT. There are, however, many questions that need to be
addressed in order for this setup to be a viable physical theory: 
1. Why is the gravitational force four-dimensional (instead of higher-dimensional as suggested by standard holography)? 
2. Why does the coupling of the gravitational force to the SM satisfy the equivalence principle to such a high accuracy? 
3. What are other universal interactions with the SM model implied in this picture? What are their phenomenological consequences? 
4. How can one construct, precise and controllable models for this setup? 
5. How is Cosmology emerging in this picture? How do the important problems associated with it get resolved?
 SM-GRAV will address all of the above questions using the tools of QFT, of string theory and the AdS-CFT correspondence. The outcome of the proposed research is expected to be a concrete and quantitative model/scenario for the emergence and coupling of the """"gravitational sector fields"""" to the SM model and  the novel phenomenological implications for particle physics and cosmology.""","1649238","2016-01-01","2020-12-31"
"SMALLOSTERY","Single-molecule spectroscopy of coordinated motions in allosteric proteins","Gilad HARAN","WEIZMANN INSTITUTE OF SCIENCE LTD","Critical for the function of many proteins, allosteric communication involves transmission of the effect of binding at one site of a protein to another through conformational changes. Yet the structural and dynamic basis for allostery remains poorly understood. In particular, there is no method to follow coordinated large-scale motions of domains and subunits in proteins as they occur. Since the subunits of allosteric proteins often contain multiple domains, any such method entails probing the dynamics along several intra-protein distances simultaneously.
This proposal aims at ameliorating this deficiency by creating the experimental framework for exploring time-dependent coordination of allosteric transitions of multiple units within proteins. Our methodology will rely on single-molecule FRET spectroscopy with multiple labels on the same protein and advanced analysis. We will explore fundamental issues in protein dynamics: relative motions of domains within subunits, propagation of conformational change between subunits, and synchronization of these motions by effector molecules.
To investigate these issues, we have carefully selected three model systems, each representing an important scenario of allosteric regulation. While the homo-oligomeric protein-folder GroEL conserves symmetry in a concerted transition between major structural states, the symmetry of the homo-oligomeric disaggregating machine ClpB is broken via a sequential transition. Symmetry is attained only after binding to DNA and ligands in the third system, the family of RXR heterodimers. 
This exciting project will provide the very first catalogue of coordinated and time-ordered motions within and between subunits of allosteric proteins and the first measurement of the time scale of the conformational spread through a large protein. It will enhance dramatically our understanding of how allostery contributes to protein function, influencing future efforts to design drugs for allosteric proteins.","2484722","2017-05-01","2022-04-30"
"SMART-POM","Artificial-Intelligence Driven Discovery and Synthesis of Polyoxometalate Clusters","Leroy Cronin","UNIVERSITY OF GLASGOW","We outline a 5 year programme that introduces a new platform for the preparation, understanding, and exploitation of precisely defined nano-molecules / materials based upon the assembly of molecular metal oxide precursors (polyoxometalates) under non-equilibrium conditions with well-defined physical properties using automated intelligent feedback. We will elucidate the mechanism of assembly of these gigantic molecules and  devise a set of rules similar to the magic numbers found in gold nanoclusters, using these to break the 10 nm size barrier for a single molecule. Targeted properties include photochemical and electrochemical sensors, bistable molecules, doped traditional oxides with polyoxometalates, and new catalysts including water oxidation via a Universal Building Block (UBB) approach that links properties of the building blocks with emergent properties of the resulting clusters and materials for the first time. The new approach includes the conversion of batch to flow synthesis not only for automation, but to understand fundamental mechanistic aspects, and to use artificial intelligence algorithms to help move through the myriad of possible combinations (without needing to synthesise every possible molecule).  The SMART-POM approach is therefore not merely automation of one-pot chemistry, but an entirely new paradigm building on our recent developments and will allow us to move through a vast combinatorial space effectively only locating areas of novelty via feedback control. This feedback will be used to discover, design, and develop complex, adaptive and functional metal oxide-based materials based upon sensory feedback from the physical properties measurements. Thus SMART-POM will open up a whole new synthetic space, give mechanistic understanding, and allow the discovery of molecules with potential real-world applications. Finally, we will aim to extend the SMART-POM paradigm to other areas of chemistry which will benefit from the search for novelty.","2464532","2015-11-01","2020-10-31"
