"project_acronym","project","main_researcher","institution","details_project","budget_project","date_start_project","date_end_project"
"PTRCSP","Phase Transitions in Random Constraint Satisfaction Problems","Konstantinos PANAGIOTOU","LUDWIG-MAXIMILIANS-UNIVERSITAET MUENCHEN","The systematic investigation of random discrete structures and processes was initiated by Erdős and Rényi in a seminal paper about random graphs in 1960. Since then the study of such objects has become an important topic that has remarkable applications not only in combinatorics, but also in computer science and statistical physics.

Random discrete objects have two striking characteristics. First, they often exhibit phase transitions, meaning that only small changes in some typically local control parameter result in dramatic changes of the global structure. Second, several statistics of the models concentrate, that is, although the support of the underlying distribution is large, the random variables usually take values in a small set only. A central topic is the investigation of the fine behaviour, namely the determination of the limiting distribution.

Although the current knowledge about random discrete structures is broad, there are many fundamental and long-standing questions with respect to the two key characteristics. In particular, up to a small number of notable exceptions, several well-studied models undoubtedly exhibit phase transitions, but we are not able to understand them from a mathematical viewpoint nor to investigate their fine properties. The goal of the proposed project is to study some prominent open problems whose solution will improve significantly our general understanding of phase transitions and of the fine behaviour in random discrete structures. The objectives include the establishment of phase transitions in random constraint satisfaction problems and the analysis of the limiting distribution of central parameters, like the chromatic number in dense random graphs. All these problems are known to be difficult and fundamental, and the results of this project will open up new avenues for the study of random discrete objects, both sparse and dense.","1219462","2018-04-01","2023-03-31"
"PULSAR","Pushing ultrafast laser material processing into a new regime of plasma-controlled ablation","Francois Courvoisier","CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS","Ultra-intense femtosecond laser pulses promise to become a fast, universal, predictable and green tool for material processing at micro and nanometric scale. The recent tremendous increase in commercially available femtosecond laser energy at high repetition rate opens a wealth of novel perspectives for mass production. But even at high energy, laser processing remains limited to high-speed scanning point by point removal of ultra-thin nanometric layers from the material surface. This is because the uncontrolled laser-generated free-electron plasma shields against light and prevents reaching extreme internal temperatures at very precise nanometric scale.
PULSAR aims at breaking this barrier and developing a radically different concept of laser material modification regime based on free-electron plasma control. PULSAR 's unconventional concept is to control plasma generation, confinement, excitation and stability. An ambitious experimental and numerical research program will push the frontiers of laser processing to unprecedented precision, speed and predictability. PULSAR key concept is highly generic and the results will initiate new research across laser and plasma material processing, plasma physics and ultrafast optics.","1996581","2016-07-01","2021-06-30"
"PUMA","antiProton Unstable Matter Annihilation","Alexandre OBERTELLI","TECHNISCHE UNIVERSITAT DARMSTADT","One of the most fascinating quantum phenomena in nuclear physics is the occurrence of neutron halos and neutron skins in very neutron rich atomic nuclei. Thick neutron skins and halos, not yet evidenced in medium mass nuclei, would be unique low-density neutron matter accessible in the laboratory. Nuclear shell structure is also known to change with the number of protons and neutrons. The nuclear structure of very heavy nuclei at and above Z=100 is barely known, and the existence of new long-lived heavy isotopes is still an open question. The above fundamental phenomena related to the unbalance of neutron and protons in unstable nuclei are essential to understand the complex nature of nuclei and related astrophysical processes. 

We propose a new physics program to determine the neutron over proton densities at the nuclear surface for the most exotic nuclei that can be produced today, to evidence and to characterize neutron halos and skins in medium and heavy mass regions. PUMA will also allow the spectroscopy of single-particle states in heavy-nuclei above Z=100 will offer a new insight into the unknown shell structure at the top of the nuclear landscape. To address these questions, PUMA explores a new way to study radioactive nuclei produced at very low kinetic energy: the interaction of antiprotons with unstable nuclei.

PUMA is based on a new apparatus: a transportable magnetic trap to store antiprotons and maximize their interaction with slow rare isotopes in order to trigger annihilations and measure the following radiations. The PUMA methodology is based on two steps. (i) The storage of antiprotons will be performed at the new AD/ELENA facility of CERN in collaboration with the GBAR collaboration. (ii) The PUMA physics program is to take place at CERN/ISOLDE and, on a later stage beyond the ERC grant period, at the new SPIRAL2 facility in Europe. PUMA will open new horizons for nuclear structure research.","2548298","2018-01-01","2022-12-31"
"PushQChem","Pushing Quantum Chemistry by Advancing Photoswitchable Catalysis","Anne-Clémence CORMINBOEUF","ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE","This project exploits the synergy between the trending area of artificial molecular machines and cutting edge computational chemistry approaches. Specific emphasis is placed on photoswitchable catalysts, which respond to external stimuli with a conformational or configurational change. These controllable motions allow catalytic function to be turned ON/OFF in a switch type fashion by opening/hindering access of a substrate to a catalytic site. On one hand, the rich morphology and chemistry of these smart catalysts calls for computational insights and design principles that complement experiment and push the field forward. On the other hand, the inherent complexity of these highly fluxional molecules makes them perfect subjects for driving modern quantum chemistry out of its comfort zone. To benefit from this synergy, the latest innovations in quantum chemistry-based machine learning techniques will be combined with methods capable of thoroughly mapping the intricate chemistry of molecular actuators. Overall, we aim to bridge the gap between the current state-of-the-art, which has reached reasonable quantum chemical accuracy for rigid medium size organic molecules, and more challenging fluxional architectures. The proposed methodological toolbox will be applied to the field of smart catalysis where general strategies for improving the efficiencies and enhancing enantioselectivity will be formulated. Thus, this project involves exploiting a wide range of modern computational approaches to chemical tasks that are broadly relevant to flexible/switchable catalytic systems. The anticipated output will furnish the computational chemistry community with a comprehensive array of novel next-generation approaches with applicability beyond the field of molecular machines.","1949385","2019-10-01","2024-09-30"
"PyroTRACH","Pyrogenic TRansformations Affecting Climate and Health","Athanasios NENES","FOUNDATION FOR RESEARCH AND TECHNOLOGY HELLAS","Biomass burning (BB) is a significant contributor to global atmospheric particulate matter, with strong impacts on climate, ecosystems and public health. Yet these impacts are highly uncertain, largely owing to our inability to track BB particulate matter and the evolution of their properties throughout most of its atmospheric lifetime. PyroTRACH will provide the necessary breakthroughs in our understanding of BB particles and their impacts by: i) deriving new markers of biomass burning with an atmospheric lifetime that exceeds the current limitation of about a day, ii) measuring highly uncertain but critically-important climate- and health- relevant properties of aerosols both from wildfire events that occur during summertime and from BB for heating purposes during wintertime in highly populated urban environments, iii) applying this new knowledge to quantify the contribution of biomass burning to aerosol in the Mediterranean region, and quantify its impacts on climate and public health. Novel state-of-the-art instrumentation, portable environmental chambers and well established measurement techniques will be applied in continuous measurements as well as intensive field campaigns to study the properties and evolution of BB particulates as they age in the atmosphere. Discovering new stable chemical markers that allow detection of BBOA many days after emission, while carefully and accurately following the climate and health-related properties of freshly emitted and aged BBOA, allows for an unprecedented understanding of the evolution and impacts of biomass burning aerosol and its impact on the Earth System and public health. Considering the increasing occurrence of wildfires, along with decreased emissions from fossil fuels means that accurately predicting the health and climate effects from biomass burning aerosol is one of the most important aspects of atmospheric aerosol that needs to be studied.","1999832","2017-06-01","2022-05-31"
"QAFA","Quantum Algorithms from Foundations to Applications","Ashley MONTANARO","UNIVERSITY OF BRISTOL","""Quantum computers are designed to use quantum mechanics to go beyond the power of any standard computer based only on classical physics. Following intensive experimental efforts, it is predicted that a demonstration of so-called """"quantum computational supremacy"""" will occur in the near future. However, many urgent questions remain regarding the usefulness of quantum computers for problems of real practical interest, and the timescale on which such usefulness will be achieved. The overall goal of this project is to address the most significant near-term and long-range theoretical challenges involved in bringing quantum algorithms to practical applications.

The project comprises three programmes of work, with the following goals:
- Design quantum algorithms that accelerate general classical algorithmic frameworks; develop efficient quantum communication protocols; and characterise the features of problems that allow a quantum speedup;
- Demonstrate larger quantum-classical separations than previously known, and enable rigorous verification of quantum computational supremacy experiments;
- Find new quantum algorithms for key problems in quantum physics, including learning and testing algorithms for large quantum systems. Simulation of quantum-mechanical systems is considered the most important application area for quantum computers, yet current algorithms are still beyond the reach of near-term devices.

A unique feature of this project is its approach encompassing the full spectrum of quantum algorithms research, from underpinning mathematics through to detailed analysis of applications. Making progress on the foundations will enable progress on the more technically challenging aspects of applications, while having particular applications in mind will raise interesting new foundational questions.

""","1859312","2019-05-01","2024-04-30"
"QAffine","Representations of quantum affine algebras and applications","David Christophe Hernandez","CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS","Quantum affine algebras are important examples of Drinfeld-Jimbo quantum groups. They can be defined as quantizations of affine Kac-Moody algebras or as affinizations of finite type quantum groups (Drinfeld Theorem).
The representation theory of quantum affine algebras is very rich. It has been studied intensively during the past twenty five years from different point of views, in particular in connections with various fields in mathematics and in physics, such as geometry (geometric representation theory, geometric Langlands program), topology (invariants in small dimension), combinatorics (crystals, positivity problems) and theoretical physics (Bethe Ansatz, integrable systems).
In particular, the category C of finite-dimensional representations of a quantum affine algebra is one of the most studied object in quantum groups theory. However, many important and fundamental questions are still unsolved in this field. The aim of the research project is to make significant advances in the understanding of the category C as well as of its applications in the following five directions. They seem to us to be the most promising directions for this field in the next years:
1. Asymptotical representations and applications to quantum integrable systems,
2. G-bundles on elliptic curves and quantum groups at roots of 1,
3. Categorications (of cluster algebras and of quantum groups),
4. Langlands duality for quantum groups,
5. Proof of (geometric) character formulas and applications.
The resources would be used for the following:
(1) Hiring of 2 PhD students (in 2015 and 2017).
(2) Hiring of 2 Postdocs (in 2015 and 2017).
(3) Invitations and travel for ongoing and future scientific collaborations.
(4) Organization of a summer school in Paris on quantum affine algebras.","1182000","2015-09-01","2020-08-31"
"QBH","Quantum Black Holes: A macroscopic window into the microstructure of gravity","Sameer Venkatesha Murthy","KING'S COLLEGE LONDON","The thermodynamic behavior of black holes is a precious clue in unravelling the microscopic structure of quantum gravity.
High precision computations of quantum black hole entropy provide a new window into the fundamental microscopic theory
of gravity and its deviations from classical general relativity. Traditional methods of quantum field theory have proved to be
not well-suited to perform these computations. Two breakthroughs in my recent work establish new ground for progress.

On one front, a new method to sum up all perturbative quantum contributions to the entropy of a large class of black holes
has been developed. This gives rise to the first exactly solvable model of a quantum black hole. On a second front, a longstanding theoretical obstacle called the wall-crossing problem has been cleared in my recent work on the microscopic
description of black holes in string theory. The newly-developed field of mock modular forms is shown to be the correct
framework to address questions of exact black hole entropy. This makes a large class of microscopic models amenable to
analytic control, many of which were previously beyond reach.

These developments open up a new line of research that I propose to pursue along two intersecting avenues. First, I aim to
extend the computations of exact quantum black hole entropy towards models of realistic black holes. Second, I aim to
advance the theoretical understanding of quantum black holes by investigating the deeper origins of mock modular
symmetry. As a concrete application, I aim to establish that newfound group-theoretical structures called “moonshine”
symmetries are physically realized in quantum black holes, thus opening up connections between two exciting fields of
research previously thought to be distinct. Together, the broad goal is to explain black hole microstructure through
systematic computations of exact quantum entropy, and to investigate its consequences on the fundamental microscopic
theory of gravity.","1759064","2016-09-01","2021-08-31"
"QBox","Quantum Gas in a Box","Zoran Hadzibabic","THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE","""Ultracold atomic gases offer flexible systems for fundamental studies of both equilibrium and non-equilibrium many-body problems that are relevant across many fields, from condensed matter physics to high-energy physics and astrophysics. In the long run, research on these systems could also lead to practical applications, in the development of novel materials, force sensing, navigation, and quantum information processing. 

Traditionally, an important difference between """"conventional"""" many-body systems and ultracold gases has been that the former are usually spatially uniform, while the latter were produced in harmonic traps. This difference can often be addressed using the local density approximation (LDA), but for studies of some very important problems it is a serious hindrance. In particular, LDA breaks down close to phase transitions, where the correlation length diverges, and where (due to the “critical slowing down” of the system) some of the most interesting non-equilibrium effects also emerge. 

Here we propose a comprehensive study of both equilibrium and non-equilibrium many-body phenomena in a homogeneous 39K Bose gas with dynamically tuneable interactions. The use of a homogeneous quantum gas, produced in our newly developed box-like trapping potential (in contrast to the standard setting of a harmonic trap) is a particularly important and unique aspect of this proposal, which will allow for closer connections with both other many-body systems and the theoretical calculations. 

We will specifically focus on problems in beyond-mean-field physics and on those that cannot be effectively tackled using a harmonically trapped gas. The outstanding problems we will address range from the 50-year-old equilibrium problem of the critical temperature of an interacting homogeneous gas, to the modern topics of quenches and non-equilibrium (Kibble-Zurek and beyond) critical dynamics, to the largely unexplored problem of the unitary Bose gas.
""","1943753","2016-05-01","2021-04-30"
"QGP tomography","A novel Quark-Gluon Plasma tomography tool: from jet quenching to exploring the extreme medium properties","Magdalena DJORDJEVIC","INSTITUT ZA FIZIKU","Quark-Gluon Plasma (QGP) is a primordial state of matter, which consists of interacting free quarks and gluons. QGP likely existed immediately after the Big-Bang, and this extreme form of matter is today created in Little Bangs, which are ultra-relativistic collisions of heavy nuclei at the LHC and RHIC experiments. Based on the deconfinement ideas, a gas-like behaviour of QGP was anticipated. Unexpectedly, predictions of relativistic hydrodynamics - applicable to low momentum hadron data - indicated that QGP behaves as nearly perfect fluid, thus bringing exciting connections between the hottest (QGP) and the coldest (perfect Fermi gas) matter on Earth. However, predictions of hydrodynamical simulations are often weakly sensitive to changes of the bulk QGP parameters. In particular, even a large increase of viscosity not far from the phase transition does not notably change the low momentum predictions; in addition, the origin of the surprisingly low viscosity remains unclear. To understand the QGP properties, and to challenge the perfect fluid paradigm, we will develop a novel precision tomographic tool based on: i) state of the art, no free parameters, energy loss model of high momentum parton interactions with evolving QGP, ii) simulations of QGP evolution, in which the medium parameters will be systematically varied, and the resulting temperature profiles used as inputs for the energy loss model. In a substantially novel approach, this will allow using the data of rare high momentum particles to constrain the properties of the bulk medium. We will use this tool to: i) test our “soft-to-hard” medium hypothesis, i.e. if the bulk behaves as a nearly perfect fluid near critical temperature Tc, and as a weakly coupled system at higher temperatures, ii) map “soft-to-hard” boundary for QGP, iii) understand the origin of the low viscosity near Tc, and iv) test if QGP is formed in small (p+p or p(d)+A) systems.","1356000","2017-09-01","2022-08-31"
"QITBOX","Quantum Information Theory with black BOXes","Antonio Acín","FUNDACIO INSTITUT DE CIENCIES FOTONIQUES","""With QITBOX we aim to develop a novel device-independent framework for quantum information processing. In this framework, devices are seen as black boxes that only receive inputs and produce outputs. Our main objective is to understand what can and cannot be done for information processing using only the observed correlations among the devices. We will structure our effort along three main research lines: (i) Characterization of quantum correlations: the general objective will be to characterize those correlations that are possible among quantum devices; (ii) Protocols based on correlations: the general objective will be to understand how quantum correlations can be exploited in order to construct relevant information protocols and (iii) Applications to physical setups: here the previous results to concrete physical setups will be applied, such as the quantum-optical realizations of the protocols or the study of the non-local properties of many-body systems. The expected results of QITBOX are: (i) Novel methods for the characterization of quantum correlations, (ii) Improved or novel device-independent protocols, (iii) Proposals for feasible experimental implementations of these protocols and (iv) Novel methods for the study of many-body systems based on correlations. QITBOX is a highly-interdisciplinary project with implications in Physics, Mathematics, Computer Science and Engineering. The execution of the planned research work will provide a unifying framework for a Quantum Information Theory with black BOXes (hence the acronym). Such a framework will bring quantum information processing to an unprecedented level of abstraction, in which information protocols and primitives are defined without any reference to the internal physical working of the devices. This, in turn, will lead to much more robust practical implementations of quantum information protocols, closing the mismatch between theoretical requirements and experimental realisations.""","1487505","2014-01-01","2019-12-31"
"QLev4G","Quantum control of levitated massive mechanical systems: a new approach for gravitational quantum physics","Markus Aspelmeyer","UNIVERSITAT WIEN","Quantum physics and general relativity are probably the most successful and well-tested theories of modern science. At the same time, their fundamental concepts are so dramatically different that there is disagreement on the most obvious questions such as “how does a mass in a quantum superposition state gravitate?“. Achieving progress on such foundational questions requires experiments at the interface between quantum physics and gravity, of which to date only a few of exist. The main objective of the proposed research is to establish quantum control of levitated massive objects as a new paradigm system for such experiments and to enter a hitherto inaccessible parameter regime of large mass and long quantum coherence.

The proposal builds on the enormous recent success in quantum control of the motion of solid-state mechanical resonators, which has emerged over the last decade as a new branch of interdisciplinary research in quantum and solid-state physics. Applied to optically or magnetically levitated systems this methodology promises (i) exceptional sensitivity to weak gravitational forces, hence enabling measurements of gravity between sub-millimeter objects; (ii) unprecedented levels of decoupling from the environment, thereby opening up a new route for long-lived quantum coherence of genuinely massive systems. Quantum control is achieved by coupling the motion either of optically trapped particles to an optical cavity field or of magnetically trapped particles to superconducting circuits. We will explore both methods for systematically expanding the available parameter space of macroscopic quantum systems and for first proof-of-concept experiments aimed towards addressing fundamental questions of gravitational quantum physics.

If successful, this research program will become a door-opener to the quantum regime of genuinely massive objects, where gravity of the quantum system itself may start to play a role for the correct description of a quantum experiment.","2155285","2015-06-01","2020-05-31"
"QML","Quantum Machine Learning: Chemical Reactions with Unprecedented Speed and Accuracy","Otto Anatole VON LILIENFELD-TOAL","UNIVERSITAT BASEL","Large and diverse property data sets of relaxed molecules and crystals, resulting from computationally demanding quantum calculations, have recently been used to train machine learning models of various energetic and electronic properties. We propose to advance these techniques to a level where they can also describe reaction profiles, i.e. reactive non-equilibrium processes which traditionally would require quantum chemistry treatment. The resulting quantum machine learning (QML) models will provide reaction profiles for new reactants in real-time and with quantum accuracy. The overall goal is to develop a predictive computational tool which allows chemists to easily optimize reaction conditions, develop new catalysts, or even plan new synthetic pathways.","1980500","2018-06-01","2023-05-31"
"QnanoMECA","Quantum Optomechanics with a levitating nanoparticle","Romain Roger Quidant","FUNDACIO INSTITUT DE CIENCIES FOTONIQUES","Micro- and nano-mechanical oscillators with high quality (Q)-factors have gained much interest for their capability to sense very small forces. Recently, this interest has exponentially grown owing to their potential to push the current limits of experimental quantum physics and contribute to our further understanding of quantum effects with large objects. Despite recent advances in the design and fabrication of mechanical resonators, their Q-factor has so far been limited by coupling to the environment through physical contact to a support. This limitation is foreseen to become a bottleneck in the field which might hinder reaching the performances required for some of the envisioned applications. A very attractive alternative to conventional mechanical resonators is based on optically levitated nano-objects in vacuum. In particular, a nanoparticle trapped in the focus of a laser beam in vacuum is mechanically disconnected from its environment and hence does not suffer from clamping losses. First experiments on this configuration have confirmed the unique capability of this approach and demonstrated the largest mechanical Q-factor ever observed at room temperature. The QnanoMECA project aims at capitalizing on the unique capability of optically levitating nanoparticles to advance the field of optomechanics well beyond the current state-of-the-art. The project is first aimed at bringing us closer to ground-state cooling at room temperature. We will also explore new paradigms of optomechanics based on the latest advances of nano-optics. The unique optomechanical properties of the developed systems based on levitated nanoparticles will be used to explore new physical regimes whose experimental observation has been so far hindered by current experimental limitations.","1987500","2015-10-01","2020-09-30"
"QNETWORK","Quantum networks wired by multi-spin entanglement","Ronald HANSON","TECHNISCHE UNIVERSITEIT DELFT","Entanglement is arguably the most defining and yet counterintuitive feature of quantum theory. The non-local nature of entanglement provides exciting opportunities for fundamentally new science and technologies. As a prime example, recent theoretical work has uncovered the unique potential of a future quantum network: a network of nodes consisting of multiple well-controlled quantum particles “wired” by quantum entanglement. Such a network would enable distributed quantum computing and simulation, secure communication, enhanced metrology and new fundamental studies of nature. Although recent pioneering advances in quantum control have made quantum networks a realistic prospect, remote entanglement has so far been limited to two long-lived spins in trapped ions, atoms, quantum dots and diamond defect centers.

My QNETWORK project will realize a multi-node entanglement-based quantum network. The network will have fully controlled multi-spin nodes at individual diamond defects connected by single-photon links. Using this quantum network I will demonstrate supremacy of a quantum repeater node over direct photon transmission, generate multi-spin entanglement and study its decoherence, realize quantum teleportation across multiple nodes and finally exploit the network for new scientific experiments ranging from super-activation of entanglement distillation to foundational tests to quantum secret sharing.

To achieve these ambitious goals, this proposal will capitalize on two recent breakthroughs with single electron spins trapped in diamond defects in my group. First, we have entangled electron spins on different chips (most recently over a distance >1km). Second, we have achieved full control over a handful of nuclear spins near one such electron, providing the required quantum memories. If successful, QNETWORK will yield a versatile multi-node quantum network that will serve as a novel platform for groundbreaking science and as a test-bed for a future quantum Internet.","1625000","2018-05-01","2023-04-30"
"QOM3D","Quantum Optomechanics in 3D","Gary Alexander Steele","TECHNISCHE UNIVERSITEIT DELFT","Optomechanics is a field that aims to detect and control mechanical motion with light, ultimately at the quantum level. Experiments reaching the mechanical quantum ground state established optomechanics as a rapidly growing new field. Now that the quantum ground state has been reached, what is the next step?

The current goal of the field is quantum superposition states of motion. An example of this is a mechanical “Schrodinger cat” state, in which a drum is in a quantum superposition of vibrating up and vibrating down at the same time. From a technological perspective, such states could be used as a memory for storage of quantum information, or as a quantum bit itself, performing quantum calculations with a mechanical object. From a fundamental perspective, Schrodinger cat states could be used to explore the limits of macroscopic quantum mechanics and to look for the boundary between the quantum and classical worlds. Despite their recent success, the coupling between light and motion in current implementations is too weak to achieve non-classical motion. 

Here, I propose a new optomechanical system coupling the motion of a millimeter-sized membrane to quantum microwave “light” in a three-dimensional superconducting cavity. In this new system, I will use the exceptional coherence photons in 3D cavities to strongly enhance the coupling of light and motion. To demonstrate the feasibility of this idea, I present preliminary data from a proof-of-concept device with coupling that is already close to state-of-the-art, with an outlook to scaling significantly beyond implementations shown to date.  

With the team funded by this project, I will implement these feasible but challenging steps, creating a system with optomechanical coupling that can potentially reach the strong coupling regime for a single photon. Using this new strong coupling, I will bring optomechanics to a new regime where one can create and explore quantum superpositions of massive, macroscopic objects.","1999594","2016-07-01","2021-06-30"
"Qosmology","Quantum Effects in Early Universe Cosmology","Jean-Luc LEHNERS","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV","Ultimately, every question in cosmology leads back to the question of initial conditions. Classical physics, even in the context of an inflationary phase, cannot address this question – this is the domain of quantum cosmology. The best known theories of initial conditions are the no-boundary and tunnelling proposals. Both were formulated somewhat heuristically, in the path integral approach to quantising gravity. And due to a lack of adequate means, progress has been relatively modest in this subject. 

Qosmology will apply new mathematical methods, based on Picard-Lefschetz theory, to define gravitational path integrals rigorously for the first time. Generalised theoretical concepts, in particular tunnelling in complex time, will lead to new types of solutions describing quantum transitions between contracting and expanding universes, effectively providing quantum resolutions of the big bang. These solutions will not only extend the scope of the existing theories of initial conditions, but may suggest entirely novel approaches. In addition Qosmology will continuously improve existing numerical methods, allowing for extensive studies of the big-bang-resolving solutions as well as of quantum tunnelling effects generally. 

Moving beyond a description of the background, the fluctuations in the universe and an observational verification of their quantum origin are of fundamental interest. Are there remnants of quantum correlations in the distribution of galaxies in our universe? Qosmology will forge new paths by exploring quantum gravitational effects, exploiting novel measures of quantumness, and focussing on the interconnectedness between background and fluctuations, dynamics and initial conditions. 

Qosmology will, for the first time since the 1980s, reach a significant advance in our understanding of quantum theory applied to the universe as a whole.","1239844","2018-09-01","2023-08-31"
"QPROGRESS","""Progress in quantum computing: Algorithms, communication, and applications""","Ronald De Wolf","STICHTING CENTRUM VOOR WISKUNDE EN INFORMATICA","""Quantum computing combines computer science, physics and mathematics to fundamentally speed up computation using effects from quantum physics. Starting in the early 1980s with Feynman and Deutsch, and gaining momentum in the 1990s with the algorithms of Shor and Grover, this very interdisciplinary area has potentially far reaching consequences. While a large-scale quantum computer has not been built yet, experimenters are getting more optimistic: a recent prediction is that it will take another 10-15 years.

However, the tasks where such a quantum computer would be able to significantly outperform classical computers are still quite limited, which lends urgency to finding new applications. This proposal will find more such tasks, and produce new insights into the strengths and weaknesses of quantum computing. It is divided into three workpackages:

1. Algorithms & complexity. Find new quantum algorithms that are more efficient than the best classical algorithms, for example for matrix multiplication and graph problems. Extend our knowledge of the ultimate limitations of quantum algorithms, and possible parallelization (which has barely been studied so far).

2. Quantum communication. Communication complexity analyzes the amount of communication needed to solve distributed computational tasks, where separate parties each hold part of the input. Find new
distributed problems where quantum communication outperforms classical communication, and explore links with fundamental physics issues like the role of entanglement and Bell-inequality violations.

3. Classical applications. Apply the newly developed mathematical tools of quantum computing to analyze problems in other areas, as we recently did for linear programs for the traveling salesman problem. This
third workpackage will have impact regardless of progress in building a quantum computer.

The PI is one of the world’s top researchers in each of these three areas.""","1453700","2014-03-01","2019-02-28"
"QRES","Transforming the limits of resolution by utilizing quantum information","Alexander RETZKER MENES","THE HEBREW UNIVERSITY OF JERUSALEM","Quantum sensing(QS) and metrology exploit physical laws governing individual quantum systems, and correlations between systems, to measure a physical quantity. Recently, an appreciation of the vast potential for a variety of applications, including magnetic and electric fields, pressure and temperature sensors, and imaging at the nanoscale, has positioned QS at the centre of quantum science and technology. QS is a rapidly growing field, with the most common platforms being spin qubits, trapped ions and flux qubits. The main resource for quantum sensing is coherence, the definite phase relation between different states. This phase can only survive until the coherence time, which limits the sensitivity of quantum sensing. For quantum sensing the decay time T1 is believed to be the ultimate limit.

QS targets a broad spectrum of physical quantities, of both static and time-dependent types. While 
the most important characteristic for static quantities is sensitivity, for time-dependent signals it is the resolution, i.e. the ability to resolve two different frequencies. This is the central subject of the proposed research.

Quantum computing has been shown to be feasible thanks to the realization that error correction can be applied to quantum operations in a fault-tolerant way. This opens up the possibility to realize quantum operations at very precise levels of accuracy and resolution.

In my planned research I will address the issue of whether this extraordinary accuracy, when combined with robust time keeping methods, can be exploited to enhance quantum sensing in general - and resolution in particular. For this purpose, I will design protocols that far surpass the state-of-the-art, with the final goal being to overcome the T1 limit. Besides the insights gained for quantum theory, the research will result in detailed proposals for experiments to be realized by experimental groups investigating Nitrogen-Vacancy color centers in diamond and trapped-ion quantum logic.","1820475","2018-04-01","2023-03-31"
"QSHvar","Quantitative stochastic homogenization of variational problems","Tuomo Kuusi","HELSINGIN YLIOPISTO","The proposal addresses various multiscale problems which lie at the intersection of probability theory and the analysis of partial differential equations and calculus of variations. Most of the proposed problems fit under the framework of stochastic homogenization, that is, the study of large-scale statistical properties of solutions to equations with random coefficients. In the last ten years, there has been significant progress made in developing a quantitative theory of stochastic homogenization, meaning that one can now go beyond limit theorems and prove rates of convergence and error estimates, and in some cases even characterize the fluctuations of the error. These new quantitative methods give us new tools to attack more difficult multi-scale problems that have until now resisted previous approaches, and consequently to solve open problems in the field.

Many of the actual goals of the proposal come from problems in calculus of variations. Apart from qualitative results, many fundamental questions in quantitative theory are completely open, and our recent results suggest a way to tackle these problems. The first one is to prove regularity properties of homogenized Lagrangian under rather general assumptions on functionals, and to solve a counterpart for Hilbert's 19th problem in the context of homogenization. The second project is to attack so-called Faber-Krahn inequality in the heterogeneous case. This is a very involved problem, but again recent development in the theory of homogenization makes the attempt plausible. The final part of the proposal involves new mathematical approaches and subsequent computational research supporting the geothermal power plant project being built by St1 Deep Heat Ltd in Espoo, Finland.","1312500","2019-08-01","2024-07-31"
"QSIMCORR","Quantum Simulation of Strongly-Correlated Systems","Lode POLLET","LUDWIG-MAXIMILIANS-UNIVERSITAET MUENCHEN","A major challenge in theoretical physics is to develop novel methods without systematic errors. The scope of this proposal is the numerical control over strongly correlated phases in the thermodynamic limit through two main developments: 
First, for bosonic systems, we aim to obtain reliable phase diagrams for optical flux lattices, combining topology with interactions. In particular, we study the competition between superfluid order and (fractional) Chern insulators, which may harbor (non-)abelian anyonic excitations. This is achieved by a major improvement on our current selfenergy-based cluster methods through non-local interactions, vertex corrections and momentum cluster extensions. This also enables access to out-of-equilibrium dynamics, relevant to study quench-type experiments. In the presence of disorder, we can then answer whether many-body-localization exists in higher dimensions and address the fundamental puzzle of how and when systems thermalize. 
Second, for fermionic systems with long-range interactions, such as warm dense matter, the electron gas, and cold gases with Rydberg interactions, the diagrammatic Monte Carlo method is uniquely situated to compute thermal exchange correlation energies over the entire density range, essential to any calculation in condensed matter physics, astro physics and plasma physics. It employs a universal language but needs further algorithmic refinements for improving its convergence and sign properties. Extensions are towards (frustrated) spin systems, providing an alternative route to the realization of strongly correlated phases. 
At all stages analytical derivations must be supplemented with coding and large-scale computation. We address what new types of quantum systems can efficiently be computed on a classical computer, and how. Simultaneously, we seek to extend the paradigm of quantum simulation by comparing the results of our novel methods with cold gas experiments in challenging regimes, where possible.","2000000","2018-03-01","2023-02-28"
